Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
21000,2.9285803,37.46153846153846,-0.31326395,-0.1871384514065889,-0.1871384514065889,0.77223504,0.26780438,0.00028771214,0.19590406,0.00047992985,1.0
22000,3.0804517,33.3448275862069,-0.51852524,-0.33763964731117774,-0.33763964731117774,0.36934268,0.23599643,0.0002871115,0.19570382,0.00047894873,1.0
23000,2.86358,34.964285714285715,-0.44061977,-0.13252645624535425,-0.13252645624535425,0.76409364,0.24846958,0.00028652622,0.19550872,0.00047799275,1.0
24000,2.907859,35.67857142857143,-0.40841895,-0.19760604947805405,-0.19760604947805405,0.7217722,0.24131683,0.0002858963,0.19529876,0.0004769639,1.0
25000,2.7410836,36.76923076923077,-0.2850301,0.8371681095315859,0.8371681095315859,3.727704,0.2413992,0.00028528742,0.1950958,0.0004759694,1.0
26000,2.7522395,35.48148148148148,-0.47191042,-0.6262070216514446,-0.6262070216514446,0.38800067,0.23353161,0.00028470997,0.19490331,0.00047502614,1.0
27000,2.6368778,36.77777777777778,-0.3656246,0.336291481361345,0.336291481361345,1.997207,0.23837073,0.00028409716,0.19469905,0.00047402535,1.0
28000,2.7160535,38.24,-0.1855048,0.2846520102024078,0.2846520102024078,1.9102103,0.26847497,0.00028348799,0.19449598,0.00047303026,1.0
29000,2.411356,37.42307692307692,-0.18645835,-0.03425885736942291,-0.03425885736942291,0.9422953,0.25226706,0.0002829057,0.1943019,0.00047207932,1.0
30000,2.4335022,37.407407407407405,-0.18466356,0.8217966655890147,0.8217966655890147,3.1238084,0.26250327,0.00028230436,0.19410144,0.0004710971,1.0
31000,2.478349,36.96153846153846,-0.27990738,0.21870609659415025,0.21870609659415025,1.4826823,0.24480718,0.00028168937,0.19389647,0.00047009258,1.0
32000,2.4745347,39.04,0.034710873,0.9951211470365524,0.9951211470365524,2.6368568,0.24266468,0.00028109856,0.19369951,0.00046912755,1.0
33000,2.410302,35.7037037037037,-0.07415697,-0.12071963592811867,-0.12071963592811867,1.2424431,0.25669366,0.00028048974,0.19349657,0.0004681332,1.0
34000,2.4422119,37.80769230769231,-0.15576084,0.2465315587245501,0.2465315587245501,0.7591298,0.24986097,0.00027990475,0.19330157,0.0004671777,1.0
35000,2.5202897,35.32142857142857,-0.3569962,-0.38734357910496847,-0.38734357910496847,0.44325113,0.24838482,0.00027930964,0.19310321,0.0004662057,1.0
36000,2.5221095,37.12,-0.11135391,0.9046816116571427,0.9046816116571427,2.3771384,0.23565531,0.00027869848,0.1928995,0.00046520753,1.0
37000,2.541703,36.44444444444444,-0.23687217,-0.20507593839256852,-0.20507593839256852,1.2249658,0.25806525,0.00027809874,0.19269958,0.00046422792,1.0
38000,2.4038246,33.86206896551724,-0.6558157,-0.5878765706358284,-0.5878765706358284,0.51085305,0.2625156,0.00027752062,0.19250685,0.00046328368,1.0
39000,2.3548744,37.42307692307692,-0.4527714,0.00232153615126243,0.00232153615126243,1.2422254,0.24538548,0.00027689288,0.19229764,0.00046225835,1.0
40000,2.457727,36.51851851851852,-0.3272656,-0.10264556661800102,-0.10264556661800102,0.737746,0.26811016,0.00027629884,0.1920996,0.00046128803,1.0
41000,2.3951545,37.0,-0.21032666,0.5311415235583599,0.5311415235583599,1.3189702,0.24109554,0.00027568877,0.19189626,0.0004602916,1.0
42000,2.2703452,34.392857142857146,-0.44529015,-0.36598894239536356,-0.36598894239536356,2.158104,0.25716692,0.00027510908,0.19170302,0.00045934482,1.0
43000,2.0653586,35.17857142857143,-0.61444837,-0.1502336056104728,-0.1502336056104728,0.99172187,0.25233543,0.00027450486,0.19150159,0.00045835786,1.0
44000,2.0268865,38.2,-0.059435442,1.4358310973644257,1.4358310973644257,4.5967674,0.24620822,0.00027389452,0.19129817,0.00045736105,1.0
45000,2.184487,35.57142857142857,-0.2746845,0.36062207126191687,0.36062207126191687,2.0517082,0.26844183,0.00027329128,0.1910971,0.00045637568,1.0
46000,2.2462246,33.892857142857146,-0.3202881,-0.23932322593671934,-0.23932322593671934,1.0675788,0.23869546,0.0002726972,0.19089904,0.00045540533,1.0
47000,2.1036036,35.25,-0.49431768,-0.026537838258913586,-0.026537838258913586,2.5503743,0.24433412,0.00027209864,0.19069955,0.00045442773,1.0
48000,2.120654,33.62068965517241,-0.4145113,-0.11859379451850365,-0.11859379451850365,0.95853925,0.24734347,0.0002714863,0.19049543,0.00045342755,1.0
49000,1.9548677,35.2962962962963,-0.4642278,-0.18825740339579405,-0.18825740339579405,0.86282015,0.228734,0.00027088006,0.19029334,0.0004524374,1.0
50000,1.8729836,35.96296296296296,-0.27158496,0.14418036463084044,0.14418036463084044,1.4319749,0.22543436,0.00027029848,0.19009951,0.0004514875,1.0
51000,1.716289,37.03703703703704,-0.2934058,-0.04822445136529428,-0.04822445136529428,0.47811523,0.2459365,0.00026969574,0.18989858,0.00045050302,1.0
52000,1.5294219,36.25925925925926,-0.3109887,-0.284686285312529,-0.284686285312529,0.44148943,0.2508308,0.00026908878,0.18969625,0.00044951157,1.0
53000,1.4297799,35.851851851851855,-0.3015245,-0.035102944131250736,-0.035102944131250736,0.5585479,0.2530977,0.0002684912,0.18949705,0.00044853555,1.0
54000,1.5499828,38.4,-0.084373325,0.28688318133354185,0.28688318133354185,2.2641993,0.2454585,0.00026790227,0.18930076,0.00044757366,1.0
55000,1.3770502,39.32,0.07710132,1.0260103502869606,1.0260103502869606,4.0882354,0.24368426,0.00026729444,0.18909812,0.00044658087,1.0
56000,1.4714925,37.42307692307692,-0.17972735,0.15429768883264983,0.15429768883264983,1.4557464,0.24213937,0.00026670005,0.18890001,0.00044561,1.0
57000,1.5153089,39.708333333333336,-0.069949985,0.5531866224482656,0.5531866224482656,1.1248101,0.25165826,0.00026613174,0.18871057,0.0004446818,1.0
58000,1.6464081,37.18518518518518,-0.277799,-0.27481890000678877,-0.27481890000678877,0.69063026,0.24563318,0.00026551614,0.18850535,0.00044367628,1.0
59000,1.2356138,37.30769230769231,-0.051249564,0.4451395949492088,0.4451395949492088,1.6734242,0.25384095,0.00026491086,0.18830363,0.00044268774,1.0
60000,1.4423984,36.629629629629626,-0.36807755,-0.25171149604850346,-0.25171149604850346,0.32393703,0.24766214,0.00026430536,0.1881018,0.0004416987,1.0
61000,1.7509831,39.375,0.058421314,0.7928004407634338,0.7928004407634338,1.4918865,0.2744919,0.0002636934,0.1878978,0.00044069922,1.0
62000,1.6432014,37.34615384615385,0.08845298,0.49375302917682207,0.49375302917682207,1.7506958,0.23977879,0.00026310925,0.18770307,0.00043974508,1.0
63000,1.3370042,38.34615384615385,-0.21808448,0.08392847959811871,0.08392847959811871,0.6717742,0.24005477,0.0002625184,0.18750614,0.00043878,1.0
