Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
1000,3.6218116,29.848484848484848,-0.115616545,-0.14796878397464752,-0.14796878397464752,0.3410625,0.25149816,0.00029968197,0.19989401,0.0004994806,1.0
2000,3.4557252,29.363636363636363,-0.4059881,-0.11954549587134158,-0.11954549587134158,0.09709619,0.25735927,0.0002990895,0.19969648,0.0004985129,1.0
3000,3.2315097,29.181818181818183,-0.34284464,-0.037272768038691895,-0.037272768038691895,0.14723901,0.24863017,0.0002984895,0.19949651,0.00049753283,1.0
4000,3.2267032,29.393939393939394,-0.4564676,-0.11803034128564777,-0.11803034128564777,0.11314225,0.25031888,0.00029787852,0.19929282,0.00049653486,1.0
5000,3.0744631,26.25,-0.53685224,-0.32527781691816116,-0.32527781691816116,0.04052503,0.22864659,0.00029728533,0.19909512,0.000495566,1.0
6000,2.6222794,25.435897435897434,-0.61015654,-0.2633333718165373,-0.2633333718165373,0.046495814,0.24540533,0.00029670342,0.19890112,0.0004946156,1.0
7000,2.3297007,28.08823529411765,-0.5345579,-0.205000036779572,-0.205000036779572,0.062121376,0.2607337,0.00029610156,0.19870052,0.0004936325,1.0
8000,2.0650609,35.42857142857143,-0.1341907,0.17624995005982264,0.17624995005982264,0.20722175,0.27099127,0.00029551645,0.19850549,0.00049267686,1.0
9000,2.2365558,35.22222222222222,-0.11806299,0.3062962426079644,0.3062962426079644,0.1732551,0.26249987,0.00029490524,0.19830173,0.0004916785,1.0
10000,2.5803776,36.51851851851852,-0.09145989,0.3064814430695993,0.3064814430695993,0.16847289,0.2524597,0.00029429846,0.19809946,0.00049068744,1.0
11000,2.3401523,31.548387096774192,-0.33527595,-0.04596777885190902,-0.04596777885190902,0.11044847,0.24071619,0.0002936892,0.19789642,0.0004896924,1.0
12000,2.035123,32.41379310344828,-0.38440695,0.09431031038021219,0.09431031038021219,0.13162592,0.23788047,0.00029307304,0.197691,0.0004886859,1.0
13000,2.0139918,33.06666666666667,-0.23693821,0.15666662653287253,0.15666662653287253,0.120675586,0.23250869,0.00029249716,0.19749905,0.00048774533,1.0
14000,1.8461244,32.6551724137931,-0.3244927,0.09551720680861638,0.09551720680861638,0.1190098,0.26887304,0.00029190115,0.19730039,0.00048677184,1.0
15000,1.8540248,34.964285714285715,-0.21201304,0.14232137373515538,0.14232137373515538,0.18963493,0.23489693,0.0002913127,0.19710423,0.00048581068,1.0
16000,1.8597797,33.13793103448276,-0.22798172,0.23206890451497045,0.23206890451497045,0.12812948,0.2523909,0.00029069523,0.19689839,0.00048480218,1.0
17000,1.9162271,35.42857142857143,-0.2326361,0.2962499548281942,0.2962499548281942,0.12299305,0.2422806,0.00029009453,0.19669819,0.00048382103,1.0
18000,1.2620374,34.107142857142854,-0.34053499,0.13499994363103593,0.13499994363103593,0.16608627,0.24165238,0.00028951044,0.19650346,0.000482867,1.0
19000,1.4813596,35.107142857142854,-0.20832881,0.16464281720774515,0.16464281720774515,0.17085232,0.25185978,0.00028889964,0.19629985,0.00048186936,1.0
20000,1.525093,32.4,-0.33560172,0.143499951561292,0.143499951561292,0.16835147,0.25550127,0.00028829573,0.19609857,0.000480883,1.0
21000,1.9159639,32.36666666666667,-0.2872958,0.03183329105377197,0.03183329105377197,0.16090122,0.2543535,0.00028770824,0.19590273,0.00047992336,1.0
22000,2.1659122,30.806451612903224,-0.2919646,0.024999949239915418,0.024999949239915418,0.13534588,0.26847866,0.00028707142,0.19569045,0.00047888327,1.0
23000,2.4423363,31.548387096774192,-0.39562312,0.010806414388841199,0.010806414388841199,0.10911748,0.24010736,0.0002864908,0.19549692,0.00047793495,1.0
24000,2.600485,32.6,-0.31257862,0.1336666246255239,0.1336666246255239,0.12752378,0.24848157,0.0002858908,0.19529694,0.00047695497,1.0
25000,2.4570346,31.8,-0.29848576,0.05933329463005066,0.05933329463005066,0.17188828,0.25752848,0.00028530002,0.1951,0.00047599,1.0
26000,2.2350743,34.3448275862069,-0.22330336,0.1712068483747285,0.1712068483747285,0.1556623,0.22016548,0.0002846974,0.19489914,0.0004750057,1.0
27000,1.8790947,32.724137931034484,-0.32778132,0.018103413540741492,0.018103413540741492,0.12068052,0.2505418,0.00028410926,0.19470307,0.00047404508,1.0
28000,1.9127985,33.3448275862069,-0.2425212,0.08551720195803149,0.08551720195803149,0.13334733,0.23731783,0.00028350495,0.19450165,0.00047305805,1.0
29000,2.112517,31.322580645161292,-0.4539734,-0.11935487677974085,-0.11935487677974085,0.112827115,0.25160882,0.0002828821,0.19429404,0.0004720407,1.0
30000,2.1553242,32.666666666666664,-0.5603858,-0.11466670234998068,-0.11466670234998068,0.12840539,0.25889736,0.00028228218,0.19409405,0.00047106086,1.0
31000,1.913239,31.096774193548388,-0.31009075,-0.015322622752958728,-0.015322622752958728,0.1540255,0.2395051,0.00028170348,0.19390115,0.00047011563,1.0
32000,1.8777121,33.172413793103445,-0.32524663,0.038965471859635975,0.038965471859635975,0.14543498,0.26197267,0.0002811313,0.19371042,0.00046918108,1.0
33000,1.8565736,33.4,-0.40159342,0.05266662140687307,0.05266662140687307,0.13464625,0.25779033,0.00028051145,0.19350381,0.00046816873,1.0
34000,1.640077,33.535714285714285,-0.3437927,0.060714244310344966,0.060714244310344966,0.13402432,0.26755235,0.0002798797,0.19329324,0.00046713676,1.0
35000,1.3395418,35.07142857142857,-0.26879555,0.07660710492304393,0.07660710492304393,0.11234747,0.2637385,0.00027927756,0.19309251,0.00046615335,1.0
36000,1.2773963,31.903225806451612,-0.43731734,-0.025000041530978297,-0.025000041530978297,0.11872131,0.25197005,0.0002787007,0.19290023,0.0004652111,1.0
37000,1.3479364,32.93103448275862,-0.25784788,0.07741374085689413,0.07741374085689413,0.17364974,0.23819745,0.0002781204,0.19270681,0.0004642633,1.0
38000,1.380726,33.6551724137931,-0.28732148,0.14706892186197743,0.14706892186197743,0.1616826,0.24807143,0.00027750933,0.19250308,0.0004632651,1.0
39000,1.4767032,30.59375,-0.49005124,-0.1600000411272049,-0.1600000411272049,0.097925596,0.25581706,0.00027691427,0.19230475,0.00046229328,1.0
40000,1.306527,31.5,-0.45466858,0.024333293239275616,0.024333293239275616,0.10699443,0.2499119,0.00027632236,0.19210745,0.0004613265,1.0
41000,1.3797481,33.758620689655174,-0.2380971,0.09534478290327664,0.09534478290327664,0.13509119,0.24614207,0.00027572716,0.19190904,0.0004603543,1.0
42000,1.6371989,33.41379310344828,-0.49984854,0.02724133174994896,0.02724133174994896,0.13296758,0.22694029,0.00027512034,0.19170679,0.00045936322,1.0
43000,1.6770403,33.55172413793103,-0.47290334,0.043448232371231604,0.043448232371231604,0.14635333,0.23363145,0.00027451382,0.19150458,0.00045837255,1.0
44000,1.5901415,31.774193548387096,-0.47675374,0.07177414240375642,0.07177414240375642,0.12653087,0.23757754,0.0002738995,0.19129984,0.0004573691,1.0
45000,1.5364529,30.09375,-0.4408098,-0.08625003136694431,-0.08625003136694431,0.13173772,0.24012522,0.0002732959,0.19109863,0.00045638325,1.0
46000,1.5328388,34.214285714285715,-0.384686,0.1998213848897389,0.1998213848897389,0.14373788,0.24881715,0.00027270327,0.1909011,0.00045541534,1.0
47000,1.4458313,33.275862068965516,-0.35140207,0.04137925855044661,0.04137925855044661,0.121622376,0.22227874,0.0002721076,0.19070253,0.00045444237,1.0
48000,1.2395176,33.1,-0.49995455,-0.09666669964790345,-0.09666669964790345,0.102639966,0.24052347,0.00027149502,0.19049832,0.00045344187,1.0
49000,1.177022,33.172413793103445,-0.31540966,0.20068959943179426,0.20068959943179426,0.1362215,0.24933535,0.00027088542,0.19029513,0.0004524461,1.0
50000,0.8896266,30.03125,-0.25170255,0.012499969452619553,0.012499969452619553,0.1707794,0.2647978,0.00027028198,0.19009396,0.00045146054,1.0
51000,0.99110305,36.148148148148145,-0.030234484,0.49166662825478447,0.49166662825478447,0.16777849,0.23362239,0.00026966922,0.18988971,0.00045045966,1.0
52000,1.0658919,34.785714285714285,-0.17636462,0.21874995423214777,0.21874995423214777,0.14360186,0.27704033,0.00026909594,0.18969864,0.0004495234,1.0
