Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
1000,3.6574502,31.03125,2.3918574,75.00452466164866,75.00452466164866,854.0327,0.22386017,0.00029969087,0.19989693,0.0004994951,1.0
2000,3.5264466,30.21875,5.516552,75.75507712364197,75.75507712364197,896.3434,0.24813768,0.00029910047,0.19970015,0.00049853075,1.0
3000,3.457675,29.03030303030303,7.75251,73.0197208288944,73.0197208288944,804.16394,0.22346354,0.00029849907,0.19949968,0.0004975485,1.0
4000,3.5329714,33.44827586206897,9.948332,82.13992980430866,82.13992980430866,927.20325,0.250585,0.0002979036,0.1993012,0.0004965759,1.0
5000,3.5097513,31.387096774193548,12.310006,71.4298279669977,71.4298279669977,579.9984,0.26293108,0.0002973316,0.19911054,0.0004956416,1.0
6000,3.4138231,29.09090909090909,13.047331,69.14394852609345,69.14394852609345,620.4266,0.24629375,0.00029671367,0.19890457,0.0004946323,1.0
7000,3.1982818,32.166666666666664,13.401474,71.15670051574708,71.15670051574708,581.07385,0.24521564,0.000296101,0.19870034,0.0004936316,1.0
8000,3.1711044,32.13333333333333,14.948119,78.17616170247396,78.17616170247396,717.5746,0.25625706,0.00029551703,0.19850567,0.00049267785,1.0
9000,3.2243125,32.064516129032256,17.069704,79.24144781789472,79.24144781789472,856.3205,0.22794263,0.00029489864,0.19829954,0.0004916678,1.0
10000,3.2919931,32.0,15.776234,81.92098655700684,81.92098655700684,708.14166,0.25218394,0.00029429956,0.19809985,0.0004906893,1.0
11000,3.0559645,33.03448275862069,16.02892,82.80096001460635,82.80096001460635,669.76935,0.2509912,0.00029372817,0.19790941,0.00048975606,1.0
12000,2.7320027,32.333333333333336,17.891264,83.15489285786947,83.15489285786947,694.6208,0.23277672,0.0002931265,0.19770882,0.0004887732,1.0
13000,2.8207533,30.5625,17.717207,67.9696256518364,67.9696256518364,372.0619,0.25324762,0.00029250383,0.19750126,0.00048775625,1.0
14000,2.792783,32.666666666666664,16.2551,82.95700295766194,82.95700295766194,616.7165,0.2359971,0.00029189017,0.19729674,0.0004867539,1.0
15000,2.3828068,31.633333333333333,18.190733,83.27927602132162,83.27927602132162,650.3086,0.25706884,0.00029129928,0.19709975,0.00048578877,1.0
16000,2.1427004,33.333333333333336,18.17631,71.361208152771,71.361208152771,470.4213,0.24634649,0.0002907109,0.19690363,0.00048482776,1.0
17000,2.4043024,33.92857142857143,16.35536,78.72328172411237,78.72328172411237,478.4069,0.24210066,0.00029010617,0.19670205,0.00048384006,1.0
18000,2.4826386,31.193548387096776,21.104977,81.4140565318446,81.4140565318446,745.4141,0.25422442,0.0002895103,0.19650343,0.00048286677,1.0
19000,2.4352348,33.13333333333333,19.699776,77.16187299092611,77.16187299092611,552.1637,0.25294337,0.0002888963,0.19629876,0.0004818639,1.0
20000,2.2686508,31.533333333333335,20.861683,83.94473813374837,83.94473813374837,486.23245,0.24378267,0.000288271,0.19609033,0.0004808426,1.0
21000,2.4272509,29.484848484848484,24.059305,72.84506815130061,72.84506815130061,489.73138,0.24239466,0.0002876717,0.19589056,0.0004798637,1.0
22000,2.3693368,31.451612903225808,21.832993,73.57401964741368,73.57401964741368,386.31677,0.24487515,0.00028710673,0.19570224,0.0004789409,1.0
23000,2.286435,32.53333333333333,19.61087,82.58916473388672,82.58916473388672,386.9907,0.250028,0.0002865069,0.19550228,0.00047796126,1.0
24000,2.1842067,32.06666666666667,19.119978,83.51849899291992,83.51849899291992,494.657,0.2494865,0.0002858854,0.19529514,0.00047694618,1.0
25000,1.9789528,33.93103448275862,19.177763,87.27595480557146,87.27595480557146,485.9062,0.26489693,0.0002852601,0.1950867,0.0004759248,1.0
26000,1.6078155,31.433333333333334,20.303495,77.43427569071451,77.43427569071451,431.13843,0.24410781,0.00028468607,0.19489536,0.0004749872,1.0
27000,1.628566,29.323529411764707,24.182604,71.84424411549287,71.84424411549287,417.32495,0.23301393,0.00028409393,0.19469798,0.0004740201,1.0
28000,1.6612762,34.25,19.84045,86.89190837315151,86.89190837315151,548.6204,0.23846184,0.00028346965,0.19448987,0.00047300034,1.0
29000,1.8213964,35.17857142857143,18.909353,79.82493713923863,79.82493713923863,303.89667,0.23369029,0.00028290084,0.19430026,0.00047207132,1.0
30000,2.0317342,33.58620689655172,20.580729,82.87032988975788,82.87032988975788,509.41916,0.23831312,0.00028229092,0.19409698,0.00047107518,1.0
31000,2.466618,29.90625,23.731947,77.86774146556854,77.86774146556854,447.65436,0.25850362,0.00028169918,0.19389972,0.00047010864,1.0
32000,2.5101633,32.13333333333333,22.484898,75.24826622009277,75.24826622009277,329.6164,0.23853101,0.0002810932,0.19369775,0.00046911888,1.0
33000,2.4528384,31.35483870967742,22.960913,77.5234954587875,77.5234954587875,336.68063,0.22863506,0.0002804848,0.19349493,0.0004681251,1.0
34000,2.4731932,35.81481481481482,18.746635,85.76265631781683,85.76265631781683,471.87122,0.24180351,0.00027989084,0.19329692,0.00046715498,1.0
35000,2.5169086,31.966666666666665,23.459114,74.87108205159505,74.87108205159505,370.35443,0.23763542,0.0002792928,0.19309762,0.00046617823,1.0
36000,2.276637,33.89655172413793,23.130127,80.67594949130354,80.67594949130354,468.6435,0.245976,0.00027870806,0.19290268,0.0004652231,1.0
37000,2.0508077,32.43333333333333,22.61246,78.04551150004069,78.04551150004069,323.4908,0.2340766,0.00027811236,0.19270411,0.00046425013,1.0
38000,2.0328817,31.35483870967742,21.946836,72.72948326603058,72.72948326603058,378.79083,0.23344885,0.00027749897,0.19249965,0.0004632483,1.0
