Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
1000,3.6546063,30.625,0.5910892,-19.402578046244958,-19.402578046244958,431.56714,0.2381856,0.00029970345,0.19990115,0.0004995157,1.0
2000,3.5512168,29.87878787878788,5.055917,-16.553937911987305,-16.553937911987305,190.69022,0.2387051,0.00029910903,0.19970302,0.0004985447,1.0
3000,3.2094603,30.612903225806452,7.980028,-15.365159003965315,-15.365159003965315,178.01593,0.24291784,0.00029849084,0.19949692,0.000497535,1.0
4000,3.0055528,22.642857142857142,4.038125,-13.30095116297404,-13.30095116297404,141.01712,0.2522689,0.00029790442,0.1993015,0.00049657724,1.0
5000,2.8064423,21.886363636363637,5.2732296,-10.086362448605625,-10.086362448605625,152.01537,0.22728613,0.00029732892,0.19910964,0.00049563724,1.0
6000,2.8322437,19.551020408163264,6.794064,-7.613876965581154,-7.613876965581154,130.66257,0.24671319,0.00029670622,0.19890204,0.0004946201,1.0
7000,2.7910445,19.458333333333332,7.886561,-4.610832492510478,-4.610832492510478,80.1141,0.24535224,0.0002961136,0.19870451,0.0004936522,1.0
8000,2.7888887,16.982142857142858,6.810775,-6.2721430233546664,-6.2721430233546664,52.689247,0.24567042,0.00029553488,0.19851162,0.000492707,1.0
9000,2.8384094,19.26530612244898,8.977127,-6.12244868765072,-6.12244868765072,86.114006,0.22868729,0.0002949067,0.19830222,0.0004916809,1.0
10000,2.9326096,22.113636363636363,10.759495,-1.3509082794189453,-1.3509082794189453,107.16849,0.2399053,0.00029430568,0.19810188,0.0004906992,1.0
11000,2.9918535,21.244444444444444,10.9416685,-0.7166661156548394,-0.7166661156548394,92.37702,0.2410277,0.00029370966,0.19790322,0.00048972573,1.0
12000,2.9881594,21.613636363636363,12.346416,0.9125014651905407,0.9125014651905407,137.48756,0.23504223,0.0002931055,0.19770183,0.00048873894,1.0
13000,2.9513562,21.795454545454547,12.239212,-2.5654536377299917,-2.5654536377299917,86.36556,0.24310721,0.00029251928,0.19750643,0.00048778148,1.0
14000,2.9381762,19.791666666666668,11.653484,-3.4041661818822226,-3.4041661818822226,88.34724,0.24131534,0.00029192332,0.19730777,0.0004868081,1.0
15000,2.7169144,21.977272727272727,12.365915,0.8590914552861993,0.8590914552861993,78.523895,0.23725353,0.00029131718,0.19710574,0.0004858181,1.0
16000,2.7372072,21.697674418604652,12.603699,-0.16092961333518804,-0.16092961333518804,55.90294,0.23991622,0.0002907113,0.19690377,0.00048482843,1.0
17000,2.4279702,21.977272727272727,13.064609,-0.7743172212080522,-0.7743172212080522,111.38443,0.24964555,0.00029010733,0.19670245,0.00048384196,1.0
18000,2.3137348,22.952380952380953,13.91805,1.0052391915094285,1.0052391915094285,81.08321,0.22957581,0.00028948474,0.19649492,0.0004828251,1.0
19000,2.5015578,22.642857142857142,12.919069,1.4047627221970331,1.4047627221970331,72.470146,0.24456221,0.00028888174,0.19629392,0.00048184016,1.0
20000,2.5456321,22.372093023255815,13.238011,1.2418616317039313,1.2418616317039313,110.43782,0.24380921,0.00028829603,0.19609867,0.0004808835,1.0
21000,2.398732,23.317073170731707,15.224017,1.9173176695660847,1.9173176695660847,82.76077,0.23733714,0.000287715,0.195905,0.00047993448,1.0
22000,2.46087,21.772727272727273,14.285191,1.3850009441375732,1.3850009441375732,70.601654,0.242464,0.00028709503,0.19569832,0.0004789218,1.0
23000,2.5304887,23.097560975609756,13.978478,5.229268841627167,5.229268841627167,75.40024,0.23932163,0.00028648612,0.1954954,0.00047792733,1.0
24000,2.2448132,23.023809523809526,15.07567,1.4409532092866444,1.4409532092866444,70.99325,0.23715721,0.00028590043,0.19530015,0.00047697072,1.0
25000,2.02762,23.48780487804878,16.077267,5.330732810788039,5.330732810788039,76.385185,0.22659765,0.00028531614,0.19510539,0.00047601634,1.0
26000,1.8593521,22.452380952380953,16.950388,4.538096200852167,4.538096200852167,66.787994,0.24943301,0.00028470287,0.19490096,0.00047501468,1.0
27000,1.6507115,23.682926829268293,16.812262,2.5600008383029844,2.5600008383029844,92.824165,0.2446004,0.00028408784,0.19469598,0.0004740102,1.0
